tweet_text,emotion_type,product_mention
RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},no emotion,Apple
RT @mention WhatÛªs new with Blogger {link} #blogging #blogger #google #sxsw,no emotion,Google
"RT @mention When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",Positive emotion,Apple
"RT @mention When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",Positive emotion,Google
RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Positive emotion,Google
RT @mention When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,no emotion,Google
RT @mention When will Google Circles launch? {link} &quot;May have good timing given Twitter? #sxsw,no emotion,Google
RT @mention Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,Positive emotion,Apple
RT @mention Who is flying to #SXSW and wants some @mention free miles! DM me..i'll shoot you a code. (currently iPhone only),no emotion,Apple
"RT @mention Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @lepanele
{link}",no emotion,Apple
RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Negative emotion,Google
RT @mention Whoa. Hang on. I just saw someone without an iPhone!! #SXSW,Positive emotion,Apple
RT @mention Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},no emotion,Apple
RT @mention Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mentionW,no emotion,Apple
RT @mention Will Google Announce Its Own Facebook Clone? - Will #SXSW include an announcement of a product now code... {link},no emotion,Google
RT @mention Will Google Circles take on Facebook?  {link} #circles #sxsw,no emotion,Google
RT @mention Will Google Circles take on Facebook. {link} #circles #sxsw,no emotion,Google
RT @mention Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,no emotion,Google
RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link},no emotion,Google
RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link} cc. @mention,no emotion,Google
RT @mention Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,no emotion,Google
"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Negative emotion,Both
RT @mention Will we see Google's new Social Network &quot;Circles&quot; today? {link} #SxSW #SxSWi,no emotion,Google
"RT @mention William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",no emotion,Google
RT @mention Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Positive emotion,Google
RT @mention Win an #iPad 2! Come meet Aquent Talent Agents and drop your name in at #SXSW Booth 1413 {link},Positive emotion,Apple
RT @mention Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,no emotion,Apple
RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},no emotion,Apple
RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet,no emotion,Apple
RT @mention Win free ipad 2 from webdoc.com #sxsw RT,no emotion,Apple
RT @mention Win free iPad 2 from webdoc.com #sxsw RT,no emotion,Apple
"RT @mention Win iPad here: RT @mention What #DgtlTribe can Learn from Native Amer TX Ballroom 5-7, 11:00am {link} #sxsw",no emotion,Apple
RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,Positive emotion,Apple
"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Positive emotion,Google
"RT @mention With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",no emotion,Apple
"RT @mention Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",Positive emotion,Apple
RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention What do YOU think?,no emotion,Apple
RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,Positive emotion,Google
RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,Positive emotion,Apple
"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",Negative emotion,Apple
RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,Positive emotion,Apple
RT @mention Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},no emotion,Apple
RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link},no emotion,Apple
RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,Positive emotion,Google
RT @mention Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,no emotion,Google
RT @mention Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il,Positive emotion,Apple
RT @mention Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,no emotion,Apple
"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",Positive emotion,Apple
RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,Positive emotion,Google
RT @mention Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},Positive emotion,Apple
"RT @mention Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",Positive emotion,Apple
"RT @mention Wow, this thing is insanely thin &amp; light. Hold out for the iPad 2. Seriously. #sxsw #mosaicxm  {link}",Positive emotion,Apple
RT @mention Wow. Leo just told a random person on the street he would send her an iPad 2. #TWiT #SXSW,no emotion,Apple
RT @mention Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,Positive emotion,Apple
RT @mention YayRT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},no emotion,Apple
RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW,Positive emotion,Google
"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}",Negative emotion,Apple
"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  #sxswi",no emotion,Apple
"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Positive emotion,Apple
"RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",no emotion,Apple
RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Positive emotion,Google
RT @mention YES! updated #iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},Positive emotion,Apple
RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link},Positive emotion,Apple
RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},Positive emotion,Apple
RT @mention Yesterday was fantastic @mention #SXSW &amp;Apple iPad 2 launch. But let's all take a moment 2honor those who have suffered in Japan.,Positive emotion,Apple
RT @mention Yikes. Google is launching 'Circles' today at #sxsw? {link},no emotion,Google
"RT @mention you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop",no emotion,Apple
Don't be on your iPhone up to going to sleep. Prepare for sleep for 30-45 minutes before #SXSW ^PR,no emotion,Apple
Get them on your pop-up Apple Store iPad 2! RT @mention RT @mention åÇ A complete #SXSW 2011 foursquare badge list {link},no emotion,Apple
RT @mention Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw,no emotion,Apple
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and youÛªll get to make your own iPhone case!",Positive emotion,Apple
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and youÛªll get to make your own iPhone case!",Positive emotion,Apple
"1st session, Designing iPad Interfaces {link} #SXSW #UXDes",no emotion,Apple
#protip don't show your google analytics page in a #sxsw presentation,no emotion,Google
"#sxsw iPhone app: control mania! Half of the screen used for buttons and filters, other half for content. #ui-fail",Negative emotion,Apple
These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link},Positive emotion,Apple
These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link} via  @mention,Positive emotion,Apple
Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW,Positive emotion,Apple
"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw",Negative emotion,Apple
#SXSW iPhone developers meet up is crazy packed!!!!!!,Positive emotion,Apple
#sxsw anyone here need an iPhone cable I have extras -  tweet me ;),no emotion,Apple
#SXSW anyone know where the apple pop-up store is?,no emotion,Apple
Fuzzy iphone picture of Jake Gyllenhaal and Duncan Jones more pictures soon BigDplace.com #sxsw {link},no emotion,Apple
&quot;No one says 'I'm Apple' or 'I'm Drupal' - in my tribe I know people will care for my children &amp; that is powerful&quot; @mention #DgtlTribe #SXSW,no emotion,Apple
"#SXSW iPhone tip, turn off 3G to get good service/data",no emotion,Apple
Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link},no emotion,Apple
"So the phones around me are Blackberry, iphone and android a distant third. #sxsw",no emotion,Both
"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw",Positive emotion,Apple
"Free 22 song #SXSW iTunes playlist! #BrightEyes, #TheCivilWars, #Glove and many others: {link}",no emotion,Apple
"amusing long lines at the temp apple store, the starbu cks acrosse the street is where most people seem to unpack theirs ;) #sxsw",Positive emotion,Apple
6th and Congress in the Scarborough bldg. RT @mention So where is this temporary apple store setup? #sxsw,no emotion,Apple
6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link},Positive emotion,Apple
"We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",no emotion,Google
#google honors users privacy by letting them see what info of theirs is in the system and allowing them to delete it #marissagoogle #sxsw,Positive emotion,Google
Guy in front of the Apple store in Austin is reading from the bible.  Wondering when someone would give him an iPAD with a bible app #sxsw,no emotion,Apple
Awesome conversations and networking while on line at #SXSW Apple Store.,Positive emotion,Apple
Is iPad too big for it? RT @mention My takeaway from #sxsw? Mobile is absolutely necessary now for brand relevancy {link},no emotion,Apple
"This is good news...Google's route around traffic function saves users 2 years EVERY DAY.from Marissa Mayer at #sxsw
via @mention",Positive emotion,Google
Social proof is a powerful marketing motivator -- you see white earbud headphones and cables and you know: Apple is here. @mention #sxsw,Positive emotion,Apple
Hotpot #google #marissameyer what is next #Clevelandsteamer. #sxsw,no emotion,Google
#marissagoogle #Sxsw google art project is like street view - awesome - like being at the museum with a magnifying glass,Positive emotion,Google
#marissagoogle #Sxsw google maps for mobile using vectors is fast and three dimensional,Positive emotion,Google
Apple + Google + Zappos are corporations always founded with this different and important ideas. #rhjr_ux5 #sxsw,no emotion,Both
Is this Google Circles? {link} #Google #SXSW,no emotion,Google
"What is google circles?? ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",no emotion,Google
#MarissaGoogle Getting ready for the next panel: Google's Marissa Meyer Presents (VP Consumer Prods) #SXSW,no emotion,Google
At the #google hacker party at #sxsw. Good times with #cle #startupbus.,no emotion,Google
"Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",no emotion,Google
After a Google image search Jayden Boy recognized @mention as the man from the Nikon camera commercials. #SXSW #SXSWNikon #HISXSW,no emotion,Google
#SXSW - Google Maps on Mobile devices from the VP - {link},no emotion,Google
"40% of #Google Maps usage from mobile devices, said @mention at #SXSW. {link} /via @mention #gmaps",no emotion,Google
Buzz to Google Me to Google Circles... Is there a social media shakedown brewing? If anything go hear The Head and The Heart at #SXSW!,no emotion,Google
So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,Positive emotion,Google
#MarissaGoogle says that Google is testing for small business software #inpdx - Any examples out there Portlanders? #sxsw,no emotion,Google
20% of #google searches are for local information. #Mayer #sxsw,no emotion,Google
{link} #Google to launch major new social network called 'Circles'! #Social Networking back to basics. #SXSW,no emotion,Google
Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW,Negative emotion,Google
Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw,Positive emotion,Google
Rt #facebook hit an adoption tipping point...low chance of success&quot;@mention Google 2 Launch New Social Network Called  #sxsw,no emotion,Google
jqTouch looks amazing. It has an Apple theme that makes web pages look just like native iPhone apps. #sxsw #geekery,Positive emotion,Apple
It just looks stupid to take pix with an iPad 2 - believe me guys  #sxsw,Negative emotion,Apple
all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way,Positive emotion,Apple
Kind of cool: someone is trying to do screen mirroring of an iPad via a camera - there is an HDMI cable for that gents #sxsw,Positive emotion,Apple
That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Positive emotion,Apple
Line at pop up Apple store in Austin. First person was here at 6 a.m.they have to wait until 5 p.m. #SXSW #ipad2  {link},no emotion,Apple
"Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}",no emotion,Apple
Apple's pop up store in Austin just took shape this week. Now that's what I call a pop-up. #sxsw,no emotion,Apple
"Apple's pop up store on sixth street STILL has a giant line in front of it, people waiting for their iPad 2 #apple #sxsw #insanity",no emotion,Apple
"After a pop-up Apple Store, #sxsw should have a pop-up bar called #dickbar",no emotion,Apple
#iPad 2 Pop-up Store. #SXSW {link},no emotion,Apple
Apple's pop-up store at #SXSW on the day of the iPad2 release could be the most genius move in marketing history.,Positive emotion,Apple
Apple's pop-up store for #SXSW is just like what girl scouts do by planting themselves next to bank ATMS. CA$H MONEY #thinmints,Positive emotion,Apple
Apple's pop-up store plans for #SXSW in Austin {link},Positive emotion,Apple
Apple to Open 'Pop Up' Temporary Store at #SXSW for iPad 2 Launch {link} via @mention,no emotion,Apple
Apple to open &quot;popup&quot; guerrilla store on 6th and Congress for #SXSW in Austin. Wonder what they're selling? {link},no emotion,Apple
Apple to open a pop-up store at #SXSW so wannabe-hipsters can feel at home being near their fav store {link},Positive emotion,Apple
Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching,no emotion,Apple
Apple to open iPad2 popup shop @mention core of SXSW action. Brilliant to bring hot shiny new toy to #SXSW peeps {link},Positive emotion,Apple
apple to open pop-up shop at #sxsw (6th and congress) on ipad2 launch day... {link},no emotion,Apple
Apple to Open Pop-Up Shop at #SXSW [REPORT] {link},no emotion,Apple
Apple to Open Pop-Up Shop at #SXSW {link},no emotion,Apple
Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,no emotion,Apple
Apple to Open Pop-Up Shop at SXSW [REPORT]: {link} #sxsw,no emotion,Apple
"Apple to open pop-up shop in Austin for #SXSW, iPad 2 release - {link}",no emotion,Apple
"Apple to open pop-up shop in Austin for SXSW, iPad 2 release {link} via @mention  #sxsw #ipad2",no emotion,Apple
"Apple to open pop-up shop in Austin for SXSW, iPad 2 release. {link} #sxsw #apple #ipad2 #popupshop",no emotion,Apple
Apple to open popup store at #sxsw just for iPad launch. You genius bastards. {link},Positive emotion,Apple
Apple to open temporary store at #SXSW {link},no emotion,Apple
Apple to open temporary store at SXSW | TiPb {link} via @mention #SXSW,no emotion,Apple
Apple to open temporary store for #SXSW at 6th and Congress {link},no emotion,Apple
Apple to open temporary store for #SXSW. Interesting.  {link},no emotion,Apple
Apple is opening a new store in downtown Austin Friday to make sure everyone at #SXSW can buy a new iPad 2: {link},no emotion,Apple
Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},no emotion,Apple
Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link},no emotion,Apple
Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link}  via@mention,no emotion,Apple
Apple Is Opening A Pop-Up Store In Austin For SXSW {link} #SXSW #apps #mobile,no emotion,Apple
Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook while visiting Austin,Negative emotion,Apple
Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook.,Negative emotion,Apple
Apple is opening a temporary store in downtown Austin for March 11 to accommodate #SXSW attendees. God they are so fucking smart.,Positive emotion,Apple
Apple is opening temp retail store in Austin to sell iPads to #SXSW attendees.  I am once again tempted.,Positive emotion,Apple
Apple is opening temporary store close to #SXSW to sell #iPad2. They get the influencers concept! {link} @mention,Positive emotion,Apple
Apple is opening up a pop-up store in downtown Austin for the iPod 2 launch at #SXSW {link},no emotion,Apple
Apple is opening up a temp store in Austin for #SXSW {link} #iPad2 (via @mention @mention @mention,no emotion,Apple
Apple is opening up a temp store in Austin for #SXSW {link} via @mention @mention #awesome,no emotion,Apple
Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,no emotion,Apple
Apple is opening up a temporary store in downtown #Austin for #SXSW &amp; iPad 2 launch {link},no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW  {link} iPad 2 anyone? #fb,no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch. {link}  Source: Statesman.com,no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch  {link} cc: @mention,no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,no emotion,Apple
Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB CC. @mention @mention,no emotion,Apple
Apple is opening up a temporary store just for the #sxsw conference and the iPad 2 launch. Might have to make a stop.,Positive emotion,Apple
"Web Developers: If you havenÛªt tried New Relic, sign up during #SXSW and enter to win an iPad 2! Come by booth 13 {link}",no emotion,Apple
Agency people at #sxsw?  This queue if for a pop up ipad store! #savesxsw {link},no emotion,Apple
Why do people at #sxswi insist on sharing footage of the Japanese tragedy? Do they not think other people at #SXSW know how to google?,no emotion,Google
so for people back home - seems that #sxsw is putting together a pop-up apple store for people to get the ipad2 today ;),Positive emotion,Apple
"Mayer: People drive 12bn+ miles a year using Google Maps Navigation. Whither, Sat Nav? #sxsw",no emotion,Google
{link} people waiting for the new iPad outside Apple's temporary store on 6th street. Doors open at 5pm #sxsw,no emotion,Apple
"Google dropped real estate search b/c to do it right, they'd need to invest much more than they're willing to at the moment. #SXSW",Negative emotion,Google
Line at popup Apple Store at 6th &amp; Congress still over a block long. #sxsw,no emotion,Apple
#apple #popupstore #sxsw.  Get your #ipad here  0310apple {link},Positive emotion,Apple
Waiting for @mention and a #trollfoot appearance at the #SXSW Apple store. C'mon! :D,no emotion,Apple
"packing for #sxsw = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron? #in",no emotion,Apple
"Packing for #SXSW need a geek/batman like utility belt for my gadgets --iPhone, iPad, MBA, Apple TV, Overdrive Hotspot, Headphones etc.",no emotion,Apple
Packing for #SXSW. Literally going w/ 2 tshirts + ipad. Dont plan on doing much but enjoying the sun &amp; conversing with dorks.,no emotion,Apple
"Packing for #SXSW. MacBook, iPad or both? Ahhh, can't decide!",Positive emotion,Apple
Waiting for a #SXSW session to start: Touching Stories - Designing Digital Magazines for the iPad,no emotion,Apple
"Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite",no emotion,Apple
Waiting for an iPad 2 - #SXSW Day #1 {link},no emotion,Apple
"Looking for an iPhone app that manages multiple accounts, allowing
You to select which you follow from. AND lists! Suggestions?  #sxsw",no emotion,Apple
Looking for an iphone battery solution for next week at #SXSW. Any suggestions?,no emotion,Apple
"Not a rumor any longer, Apple to open up a pop up store on Congress for the iPad2 launch during #SXSW. {link} #GeeksRejoice",no emotion,Apple
"@mention or anyone heading to #sxsw If you have Android/iPhone, install &quot;cab4me&quot;. 
{link}",no emotion,Both
Waiting for bestie to come out of @mention popup store with our iPad 2's:) #SXSW #apple #iPad2,Positive emotion,Apple
"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Andro... {link} #sxsw #music #news",no emotion,Apple
"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Android, Blackberr... {link} #SXSW",no emotion,Both
Waiting for google keynote to start #sxsw,no emotion,Google
"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps",Negative emotion,Apple
@mention or like the iPad 2 line at #sxsw you could sell your space at the exercise class for $900...,no emotion,Apple
Perfect for me! A session about Google Recipes search ( among other things). #SXSW,Positive emotion,Google
"#sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.",no emotion,Apple
"Looking for tech/mobile bloggers &amp; others to join iPad 2 panelist line up for #SXSW (Tues, 3:30) LMK!",no emotion,Apple
Looking for the best disc created at #SXSW. The winner gets an iPad 2.,no emotion,Apple
Looking for the best iphone app to hail a cab in Austin? (free if possible) #austin #sxsw #iphoneapp,no emotion,Apple
"In line for the Google and Bing pagerank session. Hope there's a smack down! #sxsw (@mention Hilton, Salon J w/ 44 others) {link}",no emotion,Google
"Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",no emotion,Apple
in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw,Positive emotion,Apple
Waiting for the video  RT @mention Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,no emotion,Apple
Û÷Viagra for your communicationsÛª @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.,Positive emotion,Google
#SXSW Rumor: Google employees are given a travel budget per city. If they use less they can bank the diff for future trips.,no emotion,Google
"Die Antwoord was awesome in Umshini Wam from Korine. And Park's NIGHT FISHING was amazing, especially for being shot on iPhone 4 #SXSW",Positive emotion,Apple
#apple store #atx  {link} #SXSW,no emotion,Apple
"&quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link}",Positive emotion,Apple
"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology",Positive emotion,Apple
"#tech Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #technology",Positive emotion,Apple
"#tech Before It Even Begins, Apple Wins #SXSW {link}",Positive emotion,Apple
Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},Positive emotion,Apple
Pop up stores R popping up everywhere. RT @mention Confirmed! Apple store 2 week popup in Austin 4 #SXSW NoÛ_ (cont) {link},no emotion,Apple
"Que???? Porque?!?!
#Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #SXSW #socialmedia",no emotion,Google
I was a worried when this guy stated w/ &quot;ppl. spend a lot of time inside&quot; but what IS Google doing to help navigate indoor spaces? #SXSW,no emotion,Google
Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.  #SXSW,Negative emotion,Apple
looking forward to hearing  google's @mention present today at #sxsw,Positive emotion,Google
Looking forward to hearing Lynn Teo tell me nice things I probably should already know about iPad navigation #UXDes #sxsw,Positive emotion,Apple
Looking forward to J Roddy Walston &amp; the Business at #SXSW Google party. Here's them [vid] {link},no emotion,Google
Looking forward to learning about #iPad #design at #SxSW.,Positive emotion,Apple
Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw,Positive emotion,Apple
Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw,Negative emotion,Google
Looking forward to the iPhone and Android design sessions at #SXSW. Can't wait to drink and give away stuff and get paid for doing it too.,Positive emotion,Both
Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD,Positive emotion,Apple
Live photos at Apple Store #SXSW 10x2 @mention @mention @mention @mention @sehugg @kshepherd @juntao @WuChangTX #iPad {link},no emotion,Apple
"Hey tweegos..Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",no emotion,Google
Google Close to Launching New Social Network - Circles {link} #google #sxsw,no emotion,Google
Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link},Negative emotion,Google
"All the posts from #sxsw are making me jealous.  BTW #sxsw auto corrects as ass's on the iPad. No joke, check it.",no emotion,Apple
"ipad is not a game changer just a new game, its a about multiplicity and options not either or, but someone has to p[ay for content! #sxsw",no emotion,Apple
"Finally got a new iPhone 4 so I can tweet from my phone again! Just in time for #SXSW Gah, this has been torture. #addictedtotheinterwebs",Positive emotion,Apple
this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link},no emotion,Apple
It just got real. Apple Store #SXSW {link},no emotion,Apple
"True or not True?ÛÏ@mention  Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",no emotion,Google
Jenny I got your number. #SXSW #google,no emotion,Google
"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;",Positive emotion,Google
Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link},no emotion,Both
Apple &quot;Pops Up&quot; Store for SXSW Event {link} via @mention #sxsw,no emotion,Apple
{link} another example of the marketing beast that is #apple at #sxsw,no emotion,Apple
Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw,Negative emotion,Google
&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,Negative emotion,Apple
Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},Positive emotion,Google
No from hotpot RT @mention Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW,no emotion,Google
#SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},Positive emotion,Apple
For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention,Positive emotion,Apple
"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",Positive emotion,Apple
how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?,Positive emotion,Apple
Twitter you have failed me for the last time *force chokes iPhone* #sxsw,Negative emotion,Apple
Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,no emotion,Apple
"Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever",no emotion,Google
@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store,Positive emotion,Apple
Missed #TouchingStories at #SXSW? Catch it at Web 2.0 - Touching Stories: Designing Digital Magazines for the iPad {link},no emotion,Apple
#bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,no emotion,Google
